Income,EmploymentType,LoanAmount,CreditScore,Age,LoanDuration,NumberPreviousDefaults,CollateralInformation,MaritalStatus,Dependents,LoanRepaymentHistory,LoanApproval
59533.0,Salaried,16998.0,332.0,23,92.0,1,Yes,Married,0,Good,0
66178.0,Salaried,18752.0,,26,88.0,1,,Married,0,Good,0
45084.0,Salaried,30057.0,838.0,50,59.0,0,Yes,Single,3,Poor,1
875.0,Self-Employed,7670.0,618.0,58,41.0,0,Yes,Married,5,Poor,0
37731.0,Self-Employed,24961.0,423.0,42,48.0,3,Yes,Married,0,Good,0
68130.0,Self-Employed,7289.0,671.0,65,53.0,0,Yes,Married,3,Average,1
49494.0,Salaried,23194.0,650.0,30,31.0,0,Yes,Single,4,Good,1
44913.0,Salaried,19821.0,622.0,26,77.0,0,Yes,Single,5,Average,1
67502.0,Unemployed,24899.0,787.0,30,29.0,0,Yes,Married,3,Average,0
48480.0,Self-Employed,11900.0,750.0,48,80.0,0,Yes,Single,5,Good,1
18612.0,Unemployed,15720.0,652.0,58,92.0,2,Yes,Married,5,Poor,0
,Salaried,25312.0,415.0,28,116.0,0,Yes,Single,5,Good,0
56280.0,Self-Employed,15921.0,312.0,21,19.0,1,No,Single,4,Average,0
48997.0,Unemployed,26044.0,619.0,51,93.0,1,Yes,Single,5,Average,0
71820.0,Salaried,21673.0,464.0,55,15.0,0,Yes,Single,0,Good,0
39001.0,Salaried,16434.0,384.0,63,44.0,0,Yes,Married,0,Good,0
45357.0,Salaried,17477.0,547.0,21,26.0,0,No,Single,3,Good,0
36732.0,Self-Employed,20028.0,731.0,55,24.0,0,Yes,Married,4,Good,0
42191.0,Self-Employed,18239.0,778.0,36,26.0,0,No,,5,Poor,1
21621.0,Unemployed,25842.0,667.0,23,11.0,0,Yes,Married,4,Good,0
44215.0,Salaried,17030.0,656.0,51,100.0,0,No,Divorced,1,Good,1
49222.0,Self-Employed,15416.0,707.0,35,13.0,1,Yes,Married,5,Good,1
47955.0,Self-Employed,27282.0,644.0,30,51.0,0,Yes,Married,0,Good,1
82243.0,Salaried,16623.0,478.0,58,86.0,0,Yes,Married,0,Good,0
77502.0,Salaried,15677.0,724.0,40,119.0,0,Yes,Married,4,Average,1
38737.0,Unemployed,115.0,840.0,36,104.0,0,No,,5,Good,0
,Unemployed,11684.0,742.0,62,21.0,1,No,Married,3,Average,0
48512.0,Unemployed,13291.0,605.0,28,119.0,0,Yes,Single,0,Good,0
55648.0,Self-Employed,15679.0,666.0,18,81.0,0,Yes,Married,0,Average,1
37093.0,Self-Employed,14223.0,335.0,41,26.0,0,Yes,Single,5,Good,0
37835.0,Self-Employed,27864.0,762.0,24,57.0,0,Yes,Married,1,Good,0
73738.0,Self-Employed,13799.0,445.0,42,111.0,0,Yes,Single,3,Good,0
46137.0,Self-Employed,14395.0,445.0,38,51.0,0,Yes,Single,1,Average,0
59934.0,Salaried,21245.0,679.0,32,27.0,2,Yes,Married,1,Poor,1
36045.0,Unemployed,11187.0,467.0,18,106.0,2,No,Married,4,Good,0
49146.0,Unemployed,32512.0,574.0,29,115.0,0,,Married,4,Good,0
44955.0,Unemployed,26417.0,386.0,24,118.0,1,No,Married,2,Average,0
39869.0,Unemployed,10655.0,453.0,32,115.0,0,Yes,Married,3,Good,0
,Salaried,28109.0,796.0,38,106.0,4,No,Married,2,Average,1
29167.0,Self-Employed,29774.0,614.0,36,58.0,0,Yes,Divorced,3,,0
54501.0,Self-Employed,10863.0,573.0,46,,0,Yes,Single,4,Poor,0
,Self-Employed,10679.0,561.0,42,76.0,0,Yes,Single,4,Good,0
56222.0,Unemployed,15117.0,786.0,50,31.0,0,No,Married,1,Good,0
44876.0,Unemployed,8678.0,753.0,66,60.0,1,Yes,Married,1,Average,0
63008.0,Salaried,13758.0,742.0,49,81.0,0,No,Married,4,Good,1
35904.0,Salaried,16799.0,,66,114.0,0,Yes,,3,,0
67363.0,Self-Employed,24033.0,842.0,52,39.0,0,No,Single,2,Average,1
49568.0,Self-Employed,20650.0,404.0,61,34.0,2,Yes,Single,5,Good,0
30072.0,Self-Employed,18816.0,649.0,55,90.0,1,No,Married,2,Good,0
60203.0,Self-Employed,16135.0,737.0,43,6.0,0,Yes,Married,2,Good,1
47017.0,Self-Employed,9536.0,468.0,28,,0,Yes,Married,3,Good,1
24382.0,Self-Employed,24734.0,642.0,52,91.0,0,No,Single,1,Average,0
54987.0,Unemployed,24555.0,529.0,25,69.0,2,Yes,Single,4,Average,0
65099.0,Salaried,15065.0,322.0,63,50.0,1,Yes,Single,5,Good,0
69232.0,Salaried,11191.0,580.0,31,101.0,0,No,Married,5,Average,0
44325.0,Unemployed,32449.0,818.0,27,48.0,2,Yes,Married,2,Average,0
52180.0,Self-Employed,21974.0,552.0,19,87.0,0,No,Single,1,Average,0
50758.0,Self-Employed,23176.0,703.0,63,59.0,1,Yes,Married,2,Good,1
72347.0,Self-Employed,23521.0,432.0,26,9.0,0,No,Married,0,Good,0
37843.0,Salaried,10380.0,,20,67.0,0,Yes,Single,4,,0
43030.0,Salaried,31994.0,531.0,38,11.0,0,Yes,Married,2,Average,0
37479.0,Self-Employed,16772.0,844.0,43,113.0,0,No,Married,0,Average,0
28263.0,Self-Employed,26576.0,378.0,25,75.0,3,Yes,Married,3,Poor,0
53717.0,Unemployed,31667.0,334.0,65,48.0,0,Yes,Single,4,Good,0
74019.0,Self-Employed,20651.0,,19,61.0,1,Yes,Single,1,Average,0
47023.0,Unemployed,10548.0,409.0,23,77.0,1,Yes,Married,2,Poor,0
36772.0,Self-Employed,52.0,620.0,45,35.0,1,Yes,Single,5,Good,0
,Self-Employed,19693.0,627.0,46,39.0,2,Yes,Married,4,Good,1
58837.0,Self-Employed,22001.0,,43,54.0,0,No,Married,4,Good,1
,Unemployed,15354.0,663.0,42,35.0,0,Yes,Married,2,Average,0
71053.0,Unemployed,21085.0,,29,93.0,0,Yes,Married,2,Good,0
37815.0,Unemployed,23443.0,713.0,22,17.0,0,Yes,Single,2,Good,0
45695.0,Salaried,27951.0,593.0,51,101.0,2,Yes,Single,2,Good,0
54440.0,Salaried,18171.0,846.0,65,46.0,0,Yes,Single,0,Average,1
55894.0,Self-Employed,19637.0,473.0,54,70.0,0,No,Married,0,Poor,0
50708.0,Unemployed,18571.0,691.0,32,24.0,0,Yes,Married,4,Average,0
30824.0,Unemployed,20269.0,,61,50.0,0,Yes,Married,3,Poor,0
85070.0,Self-Employed,15895.0,,53,92.0,1,No,Married,3,Average,0
46460.0,Self-Employed,15856.0,384.0,32,37.0,0,Yes,Married,3,Average,0
51654.0,Self-Employed,16360.0,500.0,60,21.0,1,Yes,Single,2,Good,0
59251.0,Self-Employed,21250.0,840.0,65,66.0,0,Yes,Single,5,Poor,1
40452.0,Unemployed,13221.0,596.0,40,24.0,1,Yes,Married,2,Poor,0
50854.0,Salaried,16392.0,355.0,23,42.0,0,Yes,Single,3,Average,0
39842.0,Unemployed,34469.0,771.0,63,57.0,0,No,Divorced,3,Good,0
,Salaried,27171.0,315.0,67,70.0,0,Yes,Single,0,Good,0
45860.0,Self-Employed,12343.0,365.0,61,79.0,0,Yes,Married,1,Good,0
54031.0,Salaried,26917.0,771.0,60,83.0,1,Yes,Single,1,Good,1
34302.0,Unemployed,25019.0,322.0,62,103.0,0,No,Married,1,Good,0
37566.0,Unemployed,19169.0,785.0,38,13.0,0,No,Single,0,Good,0
29523.0,Unemployed,14336.0,714.0,40,47.0,2,No,Married,1,Good,0
39342.0,Unemployed,13428.0,604.0,60,6.0,0,Yes,Divorced,5,,0
11397.0,Unemployed,21791.0,476.0,33,7.0,0,No,Married,2,Average,0
45393.0,Unemployed,13230.0,,64,30.0,4,,Single,4,Average,0
41986.0,Self-Employed,28778.0,312.0,32,,0,Yes,Married,2,Good,0
52264.0,Salaried,31046.0,465.0,42,108.0,1,Yes,Married,4,Good,1
50669.0,Self-Employed,19658.0,449.0,53,94.0,0,No,Single,4,Good,0
,Salaried,29110.0,640.0,28,80.0,1,Yes,Married,5,Poor,1
88915.0,Salaried,16708.0,473.0,68,95.0,1,Yes,Married,1,Good,0
67063.0,Salaried,14285.0,466.0,32,25.0,1,Yes,Married,0,Average,0
43203.0,Unemployed,28802.0,396.0,21,102.0,0,Yes,Married,1,Good,0
42599.0,Unemployed,32639.0,703.0,38,108.0,1,No,Married,4,Good,0
63030.0,Unemployed,35705.0,376.0,30,16.0,0,No,Married,3,Good,0
24750.0,Salaried,22661.0,536.0,39,60.0,4,Yes,Single,4,Good,0
45272.0,Salaried,26897.0,590.0,36,101.0,0,Yes,Married,5,Good,0
46428.0,Salaried,22485.0,435.0,51,60.0,0,Yes,Single,1,Poor,1
58762.0,Self-Employed,31227.0,666.0,31,102.0,2,No,Single,2,Good,1
59208.0,Unemployed,23466.0,847.0,21,113.0,0,Yes,Single,2,Good,0
38832.0,Unemployed,26441.0,547.0,65,60.0,0,Yes,Married,0,Good,0
43784.0,Unemployed,10917.0,513.0,69,12.0,1,Yes,Single,3,Poor,0
56677.0,Self-Employed,18151.0,369.0,63,45.0,0,Yes,Single,0,Average,0
38016.0,Self-Employed,26509.0,628.0,44,30.0,0,Yes,Single,5,Average,0
68092.0,Self-Employed,25792.0,315.0,46,60.0,0,Yes,Single,0,Good,0
59138.0,Salaried,27191.0,786.0,64,73.0,0,No,Divorced,0,Poor,1
52573.0,Self-Employed,20965.0,473.0,45,59.0,0,Yes,Married,1,Good,0
,Salaried,14784.0,573.0,52,28.0,0,Yes,Married,5,Average,0
42997.0,Salaried,19528.0,823.0,25,40.0,0,Yes,Married,5,Average,1
40606.0,Unemployed,20376.0,518.0,33,84.0,0,Yes,Single,5,Good,0
43629.0,Unemployed,21934.0,812.0,59,9.0,0,Yes,Married,4,Good,0
57500.0,Self-Employed,12257.0,698.0,53,30.0,0,Yes,Divorced,5,,1
53015.0,Salaried,17873.0,410.0,47,108.0,0,No,Married,2,Good,0
43659.0,Salaried,19291.0,763.0,35,17.0,0,Yes,Married,0,Good,1
61244.0,Salaried,2062.0,392.0,19,53.0,0,No,Married,2,Good,0
47391.0,Unemployed,26660.0,750.0,66,29.0,2,Yes,Married,1,Good,0
39600.0,Unemployed,21312.0,695.0,30,18.0,0,Yes,Single,1,Average,0
53815.0,Unemployed,22123.0,778.0,21,54.0,0,Yes,Married,4,Good,0
34805.0,Unemployed,15876.0,615.0,43,65.0,0,No,Single,1,Average,0
24692.0,Unemployed,24690.0,652.0,42,26.0,0,No,Married,1,Good,0
49923.0,Unemployed,13345.0,538.0,47,14.0,1,Yes,Married,2,Good,0
40139.0,Self-Employed,14601.0,403.0,28,21.0,2,Yes,Married,0,Good,0
46188.0,Self-Employed,25027.0,328.0,24,80.0,2,Yes,Single,4,Poor,0
35499.0,Self-Employed,22857.0,388.0,48,104.0,0,Yes,Married,4,Good,0
68134.0,Self-Employed,9779.0,674.0,61,26.0,0,No,Divorced,3,Average,1
,Salaried,32619.0,696.0,27,42.0,0,Yes,Married,0,Average,1
,Unemployed,13932.0,,56,45.0,0,Yes,Married,4,Average,0
55668.0,Unemployed,18939.0,446.0,30,47.0,0,No,Married,2,Good,0
29351.0,Self-Employed,33974.0,613.0,48,34.0,0,No,Married,1,Good,0
28242.0,Salaried,3522.0,847.0,24,12.0,0,No,Single,5,,0
55714.0,Self-Employed,6350.0,751.0,66,66.0,2,,Married,5,Average,1
43326.0,Unemployed,23535.0,,59,47.0,0,Yes,Married,2,Average,0
36478.0,Self-Employed,172.0,785.0,59,45.0,0,Yes,Divorced,2,Average,0
59051.0,Salaried,3652.0,400.0,53,36.0,2,Yes,Single,5,Good,0
37821.0,Unemployed,29401.0,,37,112.0,1,Yes,Single,1,Average,0
45882.0,Salaried,16729.0,590.0,21,76.0,0,Yes,Single,2,Average,0
36558.0,Self-Employed,37569.0,648.0,24,54.0,0,Yes,Married,3,,0
54552.0,Unemployed,11722.0,526.0,18,29.0,0,Yes,Married,2,Average,0
69981.0,Salaried,17452.0,349.0,61,98.0,0,Yes,,1,Good,0
22084.0,Salaried,24325.0,457.0,62,108.0,0,Yes,Single,0,Average,0
51690.0,Salaried,23772.0,627.0,59,9.0,0,Yes,Single,1,,1
62849.0,Unemployed,17961.0,376.0,64,112.0,0,Yes,Married,2,Good,0
43678.0,Unemployed,14812.0,753.0,30,86.0,0,No,Single,5,Good,0
33034.0,Self-Employed,21851.0,609.0,39,17.0,1,No,Single,2,Good,0
56314.0,Self-Employed,31015.0,626.0,38,92.0,1,Yes,Single,0,Good,1
65025.0,Unemployed,26102.0,807.0,39,18.0,0,Yes,Married,5,Average,0
63358.0,Salaried,14940.0,406.0,45,11.0,0,Yes,Married,2,Good,0
55489.0,Unemployed,12066.0,540.0,26,19.0,0,Yes,Single,5,Average,0
51469.0,Unemployed,14458.0,734.0,43,58.0,1,Yes,Single,0,Good,0
36515.0,Unemployed,9810.0,327.0,26,77.0,1,No,Divorced,0,Average,0
62979.0,Unemployed,21179.0,548.0,32,52.0,1,Yes,Married,5,Average,0
62149.0,Self-Employed,26510.0,663.0,27,20.0,0,Yes,Married,0,Average,1
32929.0,Self-Employed,19429.0,832.0,41,28.0,0,No,Single,0,Good,0
55467.0,Salaried,33758.0,771.0,59,104.0,0,Yes,Single,3,Poor,1
,Unemployed,34203.0,838.0,25,116.0,0,Yes,Married,1,Good,1
63232.0,Unemployed,22462.0,,41,92.0,1,Yes,Married,2,Average,0
48875.0,Self-Employed,25616.0,464.0,33,17.0,0,No,Married,2,Good,0
37136.0,Self-Employed,12796.0,347.0,66,100.0,0,Yes,Married,1,Good,0
42468.0,Unemployed,17114.0,783.0,43,85.0,0,Yes,Single,2,Average,0
34891.0,Self-Employed,30178.0,457.0,44,66.0,0,No,Married,1,Good,0
49234.0,Unemployed,15366.0,450.0,54,22.0,0,Yes,Single,1,Good,0
46297.0,Salaried,31899.0,524.0,21,120.0,0,No,Single,1,Good,0
82176.0,Salaried,28901.0,559.0,67,56.0,2,Yes,Married,0,Good,0
63420.0,Salaried,26013.0,686.0,41,11.0,2,Yes,Divorced,3,Poor,1
64543.0,Unemployed,10618.0,555.0,36,30.0,2,Yes,Married,3,Average,0
57070.0,Self-Employed,17504.0,360.0,53,52.0,0,No,Married,0,Good,0
44490.0,Salaried,25154.0,695.0,56,13.0,0,Yes,Married,2,Average,1
45869.0,Unemployed,12114.0,,27,43.0,0,Yes,Married,4,Average,0
47242.0,Salaried,18479.0,461.0,42,59.0,0,No,Single,0,Average,1
52823.0,Salaried,26017.0,679.0,35,115.0,0,Yes,Married,1,Good,1
55838.0,Self-Employed,15455.0,,36,15.0,0,No,Married,5,Good,1
50011.0,Unemployed,13228.0,648.0,53,72.0,0,Yes,Married,2,Good,0
45641.0,Self-Employed,5594.0,330.0,27,111.0,0,Yes,Married,0,Average,0
41088.0,Self-Employed,16907.0,370.0,50,98.0,2,No,Married,3,Average,0
29110.0,Self-Employed,26185.0,696.0,67,112.0,0,No,Single,2,Average,0
69251.0,Salaried,13017.0,,22,25.0,0,Yes,Single,1,Good,0
83083.0,Salaried,20143.0,301.0,64,98.0,0,No,Married,0,Average,0
67990.0,Salaried,18206.0,434.0,66,118.0,0,No,Single,5,Good,0
,Unemployed,14667.0,445.0,52,43.0,2,No,Married,4,Average,0
61805.0,Self-Employed,26702.0,478.0,61,63.0,0,Yes,Single,4,Good,0
65357.0,Salaried,33138.0,563.0,51,67.0,2,Yes,Single,0,Average,0
43948.0,Self-Employed,28035.0,610.0,50,62.0,1,Yes,Married,5,Poor,1
57334.0,Self-Employed,14433.0,503.0,38,39.0,0,Yes,Married,2,Good,0
,Self-Employed,35939.0,329.0,34,117.0,0,Yes,Married,2,Average,0
72934.0,Self-Employed,28011.0,,39,115.0,0,Yes,Single,5,Average,0
55481.0,Self-Employed,16341.0,308.0,65,49.0,0,Yes,Married,2,Good,0
36243.0,Salaried,13797.0,623.0,54,98.0,0,Yes,Married,1,Good,0
60047.0,Unemployed,28968.0,466.0,32,51.0,4,Yes,Married,1,Average,0
65882.0,Unemployed,21390.0,636.0,52,97.0,0,Yes,Single,5,Good,0
52972.0,Unemployed,13194.0,678.0,45,73.0,2,Yes,,3,Good,0
57192.0,Unemployed,18815.0,541.0,24,60.0,0,No,Married,3,Poor,0
48954.0,Self-Employed,16742.0,459.0,49,20.0,4,No,Divorced,3,Good,0
32986.0,Salaried,13408.0,,28,81.0,0,Yes,Married,1,Average,0
47724.0,Salaried,28117.0,752.0,27,42.0,0,Yes,Married,2,Average,1
57846.0,Self-Employed,26254.0,498.0,26,30.0,0,Yes,Married,5,Good,0
48080.0,Self-Employed,26708.0,776.0,31,28.0,0,Yes,Married,0,,1
62011.0,Salaried,26597.0,332.0,30,118.0,1,No,Married,5,Good,0
,Salaried,12672.0,707.0,42,17.0,0,Yes,Married,1,Good,1
45101.0,Unemployed,15171.0,388.0,19,97.0,0,Yes,Married,1,Average,0
62467.0,Unemployed,31669.0,520.0,52,105.0,0,Yes,Married,0,Poor,0
53328.0,Unemployed,20864.0,368.0,24,9.0,0,No,Married,3,Good,0
,Salaried,8236.0,593.0,38,73.0,0,No,Single,1,Poor,0
65507.0,Unemployed,21736.0,,35,72.0,0,No,Single,2,Average,0
39669.0,Salaried,25238.0,459.0,20,47.0,0,Yes,Divorced,3,Good,0
,Salaried,24192.0,589.0,59,82.0,0,No,Married,3,Good,0
7558.0,Self-Employed,12497.0,832.0,56,52.0,0,Yes,Single,5,Good,0
41690.0,Salaried,35094.0,634.0,58,,2,,Married,3,Average,1
69631.0,Self-Employed,7995.0,801.0,66,55.0,0,No,Married,1,Good,1
18916.0,Self-Employed,20887.0,545.0,28,98.0,0,,Married,4,Good,0
35721.0,Salaried,33892.0,622.0,56,78.0,0,No,Married,0,Good,0
56586.0,Salaried,24733.0,628.0,41,49.0,0,Yes,Single,5,Poor,1
16327.0,Unemployed,26690.0,846.0,63,112.0,0,Yes,Married,1,Good,0
42340.0,Salaried,11575.0,638.0,36,98.0,0,Yes,Single,4,Good,1
67113.0,Unemployed,22776.0,470.0,21,113.0,0,No,Married,0,Good,0
,Unemployed,19707.0,409.0,43,90.0,0,Yes,Single,2,Good,0
54354.0,Salaried,10960.0,309.0,55,51.0,0,No,Married,4,Good,0
36103.0,Unemployed,26921.0,501.0,59,94.0,4,Yes,Married,3,Average,0
35598.0,Self-Employed,13444.0,,49,43.0,0,No,Married,0,Average,0
52174.0,Self-Employed,14393.0,561.0,56,37.0,0,Yes,,0,Good,0
54214.0,Salaried,23461.0,,62,57.0,0,Yes,Married,5,Average,1
77869.0,Salaried,18854.0,806.0,63,117.0,0,No,Married,3,Good,1
64562.0,Salaried,21354.0,365.0,53,71.0,1,,Single,5,Average,0
51262.0,Self-Employed,18364.0,334.0,57,50.0,0,Yes,Single,0,Good,0
44972.0,Unemployed,31304.0,790.0,54,59.0,0,Yes,Married,2,Poor,0
95221.0,Self-Employed,12600.0,553.0,50,39.0,0,Yes,Single,3,Poor,0
59399.0,Unemployed,16282.0,316.0,53,81.0,0,No,Married,5,Average,0
39969.0,Unemployed,23849.0,560.0,20,46.0,3,Yes,Single,4,Good,0
46631.0,Salaried,12097.0,555.0,26,69.0,0,No,Married,3,Good,0
,Salaried,11742.0,723.0,25,48.0,1,Yes,Single,1,Average,1
13932.0,Salaried,21102.0,800.0,50,42.0,0,No,,5,Good,0
54690.0,Self-Employed,26939.0,585.0,23,117.0,3,Yes,Single,1,Good,0
76737.0,Self-Employed,27983.0,306.0,58,,0,Yes,Married,1,Good,0
25542.0,Self-Employed,20734.0,796.0,56,14.0,0,Yes,Single,4,Good,0
50829.0,Salaried,14623.0,498.0,21,49.0,1,Yes,Married,5,Good,0
39396.0,Salaried,22205.0,717.0,30,67.0,0,Yes,Single,5,Good,0
57823.0,Unemployed,24529.0,351.0,66,16.0,0,Yes,Married,1,Average,0
47415.0,Unemployed,22095.0,542.0,19,41.0,4,No,Married,4,Good,0
29599.0,Salaried,29873.0,518.0,22,25.0,0,Yes,Divorced,2,Good,0
35283.0,Self-Employed,11887.0,817.0,61,63.0,1,Yes,Married,1,Good,0
37545.0,Salaried,14424.0,408.0,44,89.0,0,No,Married,5,Poor,0
,Self-Employed,28763.0,650.0,49,117.0,1,Yes,Married,5,Good,1
69399.0,Salaried,8216.0,365.0,38,50.0,2,Yes,Single,2,Average,0
45330.0,Salaried,15685.0,309.0,25,105.0,0,No,Married,0,Average,0
68417.0,Unemployed,14148.0,501.0,55,30.0,0,No,Single,1,Average,0
47402.0,Self-Employed,7486.0,513.0,25,95.0,0,No,Married,3,Good,0
45100.0,Self-Employed,18503.0,367.0,67,70.0,0,No,Single,0,Average,0
50857.0,Salaried,25970.0,626.0,20,93.0,1,Yes,Married,1,Good,1
54272.0,Unemployed,21251.0,349.0,61,92.0,0,Yes,Married,0,Good,0
41668.0,Salaried,26397.0,316.0,20,67.0,0,Yes,Married,5,Good,0
50328.0,Salaried,29536.0,822.0,39,35.0,0,No,Single,2,Poor,1
61810.0,Self-Employed,16915.0,605.0,23,66.0,0,No,Married,2,Good,1
51943.0,Salaried,41175.0,691.0,19,101.0,2,Yes,Married,2,Good,0
50642.0,Unemployed,17237.0,423.0,40,117.0,0,Yes,,0,Average,0
57413.0,Salaried,18300.0,803.0,61,112.0,0,Yes,Single,3,Good,1
60001.0,Unemployed,14339.0,,19,26.0,1,Yes,Divorced,5,Good,0
49061.0,Self-Employed,24363.0,617.0,55,74.0,3,No,Divorced,4,Poor,1
42887.0,Self-Employed,17676.0,772.0,34,18.0,0,,Single,1,Average,1
52838.0,Salaried,19369.0,840.0,52,82.0,2,Yes,Married,0,Average,1
26091.0,Unemployed,18358.0,657.0,51,120.0,0,No,Single,4,Good,0
46845.0,Self-Employed,18177.0,782.0,40,12.0,1,Yes,Divorced,5,Good,1
12927.0,Unemployed,21266.0,728.0,47,81.0,0,Yes,Married,5,Good,0
24863.0,Self-Employed,16398.0,796.0,69,114.0,0,Yes,Married,3,Average,0
22607.0,Self-Employed,16774.0,771.0,25,103.0,0,Yes,Single,2,Good,0
65710.0,Unemployed,28583.0,599.0,39,51.0,0,Yes,Married,4,Good,0
50210.0,Unemployed,17652.0,383.0,61,17.0,0,Yes,Single,4,Good,0
31069.0,Unemployed,23068.0,676.0,53,112.0,0,Yes,Married,4,Good,0
57366.0,Self-Employed,12884.0,612.0,22,111.0,0,Yes,Married,1,Good,1
64830.0,Unemployed,16442.0,619.0,30,72.0,0,Yes,Married,5,Good,0
57627.0,Salaried,10140.0,503.0,46,118.0,0,Yes,Married,0,Good,0
47169.0,Unemployed,34835.0,654.0,48,6.0,0,No,Single,0,Good,0
53487.0,Self-Employed,31004.0,593.0,64,76.0,2,Yes,Single,3,Good,0
63522.0,Unemployed,24764.0,,33,10.0,3,Yes,Married,3,,0
42961.0,Unemployed,37209.0,444.0,59,113.0,0,,Married,3,Good,0
50448.0,Unemployed,26162.0,838.0,47,84.0,0,Yes,Single,5,Average,0
46142.0,Salaried,18624.0,316.0,33,111.0,0,Yes,Married,5,Good,0
25799.0,Self-Employed,22980.0,338.0,29,70.0,0,No,,4,Good,0
63749.0,Salaried,30886.0,429.0,34,15.0,2,Yes,Married,0,Good,0
80859.0,Salaried,12957.0,414.0,33,9.0,0,Yes,Married,0,Good,0
36893.0,Self-Employed,10617.0,,29,44.0,0,No,Single,0,Good,0
,Self-Employed,23249.0,344.0,25,91.0,0,Yes,Single,3,Good,0
37370.0,Unemployed,15305.0,515.0,37,23.0,0,Yes,Married,4,Good,0
51992.0,Self-Employed,1921.0,714.0,20,103.0,2,,Married,4,Average,1
72620.0,Unemployed,10057.0,564.0,33,33.0,0,Yes,Married,0,Average,0
42193.0,Salaried,17509.0,739.0,47,63.0,0,No,Divorced,1,Good,1
49780.0,Unemployed,20386.0,680.0,62,29.0,0,Yes,Single,2,Good,0
22977.0,Self-Employed,20624.0,600.0,40,59.0,2,Yes,Married,3,Poor,0
,Unemployed,36042.0,470.0,45,58.0,0,Yes,Single,0,Good,0
21406.0,Salaried,18339.0,705.0,68,6.0,2,No,Single,5,Poor,0
56438.0,Self-Employed,22225.0,654.0,57,71.0,2,Yes,Divorced,0,Average,1
62475.0,Self-Employed,6993.0,460.0,22,96.0,0,Yes,Divorced,3,Good,0
,Unemployed,19751.0,325.0,37,113.0,2,Yes,Single,5,Good,0
54288.0,Unemployed,22674.0,382.0,57,44.0,0,Yes,Divorced,1,Good,0
45114.0,Unemployed,8998.0,472.0,61,107.0,1,Yes,Single,4,Average,0
61108.0,Salaried,12528.0,369.0,18,107.0,0,No,Divorced,3,Good,0
51942.0,Salaried,23913.0,305.0,47,119.0,0,Yes,Married,4,Average,0
20215.0,Self-Employed,15629.0,,38,48.0,0,Yes,Single,3,Good,0
64100.0,Self-Employed,19180.0,824.0,37,103.0,0,Yes,Married,5,Average,1
44157.0,Salaried,24326.0,362.0,23,70.0,0,Yes,Married,2,,0
30944.0,Unemployed,36295.0,312.0,39,12.0,0,Yes,Single,0,Good,0
43416.0,Unemployed,18226.0,504.0,35,37.0,0,No,Single,4,Good,0
21469.0,Salaried,34154.0,339.0,25,83.0,0,Yes,Married,5,Good,0
31252.0,Unemployed,4330.0,464.0,56,24.0,0,No,Single,2,Average,1
,Salaried,21187.0,330.0,49,55.0,4,Yes,Single,4,Average,0
53401.0,Unemployed,17327.0,828.0,50,95.0,3,Yes,Single,5,Good,0
54597.0,Unemployed,15740.0,,33,23.0,0,Yes,Married,3,Average,0
50048.0,Self-Employed,25265.0,758.0,29,63.0,0,Yes,Single,4,,1
39607.0,Unemployed,18283.0,522.0,55,30.0,0,Yes,Married,3,Good,0
49183.0,Unemployed,3800.0,377.0,69,67.0,1,No,Single,4,Poor,0
43442.0,Salaried,7293.0,727.0,51,33.0,0,No,Single,2,Good,1
25613.0,Salaried,25776.0,724.0,31,117.0,1,No,Married,3,Average,0
38414.0,Salaried,6902.0,686.0,53,14.0,0,No,,0,Good,0
63343.0,Salaried,25991.0,538.0,50,116.0,0,Yes,Married,1,Good,0
73824.0,Unemployed,20998.0,389.0,40,97.0,1,Yes,Married,3,Good,0
59769.0,Salaried,18638.0,,67,104.0,0,Yes,Married,4,Good,1
73155.0,Self-Employed,19348.0,438.0,62,103.0,2,No,Single,0,Good,0
51281.0,Salaried,24118.0,823.0,19,27.0,0,Yes,Married,0,Average,1
76136.0,Unemployed,10580.0,543.0,58,113.0,0,Yes,Single,0,Good,0
80817.0,Self-Employed,20338.0,804.0,38,74.0,0,Yes,Married,3,Good,1
23998.0,Unemployed,10884.0,721.0,19,116.0,0,Yes,Single,2,Good,0
53322.0,Self-Employed,21309.0,481.0,44,106.0,0,No,Single,0,Good,0
51296.0,Self-Employed,25172.0,494.0,26,72.0,0,Yes,Married,4,Good,0
43638.0,Self-Employed,21328.0,352.0,18,49.0,0,Yes,Single,3,Average,0
,Unemployed,24869.0,478.0,28,19.0,1,No,Married,0,Average,0
50617.0,Self-Employed,14400.0,592.0,20,17.0,0,Yes,,4,Good,0
38968.0,Unemployed,19503.0,674.0,69,50.0,0,Yes,Married,5,Good,0
49601.0,Self-Employed,18096.0,358.0,40,99.0,1,Yes,Married,2,Good,0
68069.0,Salaried,17572.0,353.0,43,64.0,0,Yes,Divorced,5,Good,0
52738.0,Salaried,13595.0,,21,61.0,2,Yes,Married,2,Poor,0
59404.0,Self-Employed,16545.0,448.0,35,34.0,0,Yes,Single,0,Good,0
45844.0,Self-Employed,11098.0,667.0,23,70.0,0,Yes,Married,0,Poor,1
56781.0,Salaried,6447.0,315.0,52,79.0,2,Yes,Single,0,Good,0
31862.0,Salaried,14394.0,475.0,39,118.0,0,Yes,Single,1,Average,0
42504.0,Unemployed,25008.0,839.0,60,89.0,0,No,Single,2,Average,0
